id,artista,link,titulo,letra
23,Pabllo Vittar,https://www.vagalume.com.br/pabllo-vittar/apaixonada.html,Apaixonada,"Pare pra escutarO que vou falarDo que sinto por vocêTe amo, te amo, te amoLembro de você em meus braçosNuma noite enluaradaA paixão tomou conta do coraçãoNo dia em que eu te viO amor veio assim tão de repenteEsse é meu coraçãoQue veio te dizerEstou apaixonadaPabllo Vittar!Pare pra escutarO que vou falarDo que sinto por vocêTe amo, te amo, te amoLembro de você em meus braçosNuma noite enluaradaA paixão tomou conta do coraçãoNo dia em que eu te viO amor veio assim tão de repenteEsse é meu coraçãoQue veio te dizerEstou apaixonadaO amor veio assim tão de repenteEsse é meu coraçãoQue veio te dizerEstou apaixonada"
24,Pabllo Vittar,https://www.vagalume.com.br/pabllo-vittar/todo-dia-part-rico-dalasam.html,Todo Dia (part. Rico Dalasam),"Eu não espero o carnaval chegar pra ser vadiaSou todo dia, sou todo dia!Eu não espero o carnaval chegar pra ser vadiaSou todo dia, sou todo dia!Vai!Descendo a ladeira do meu coraçãoCê disse então, eu disse paixãoSoube que a minha vida é na contra-mãoCê deu condição, eu não dei perdãoTô tão bem assimNão vem mandar em mimNão funciona assimSe eu te chamo na segundaNão vem quarta, não vem quintaSegunda eu tô linda, quarta eu sou cinzaEu não espero o carnaval chegar pra ser vadiaSou todo dia, sou todo dia!Não espero o carnaval chegar pra ser vadiaSou todo dia, sou todo dia!Vai!Descendo a ladeira do meu coraçãoCê disse então, eu disse paixãoSabe que minha vida é na contra-mãoCê deu condição, eu não dei perdãoTô tão bem assimNão vem mandar em mimNão funciona assimSe eu te chamar pra segundaNão vem quarta, não vem quintaSegunda eu tô linda, na quarta eu sou cinzaRessuscita!Eu não espero o carnaval chegar pra ser vadiaSou todo dia, sou todo dia!Eu não espero o carnaval chegar pra ser vadiaSou todo dia, sou todo dia!Eu não espero o carnaval chegar pra ser vadiaSou todo dia, sou todo dia!Eu não espero o carnaval chegar pra ser vadiaSou todo dia, sou todo dia!"
25,Pabllo Vittar,https://www.vagalume.com.br/pabllo-vittar/amante.html,Amante,"Vi você passar com ela ontemO que a gente faz?Eu não quero mais ser sua amanteHey, ou cê me escolhe ou entãoMe perdeu, me perdeuAvisei, eu tô cansadaPra mim já deu, só me enganeiEla não vai te dar o amor que eu te deiE nem vai te amar como eu te ameiPode até me dizer que não quer aceitarHoje eu vou pro samba, vou me jogarEu não sou brinquedo pra me usarNão me quis agora baba, baba, baba, baba, babaNão quis agora baba, baba, baba, baba, babaNão quis agora baba, baba, baba, baba, babaNão quis agora baba, baba, baba, baba, babaNão quis agora baba, baba, baba, baba, babaNão quis agora baba, baba, baba, baba, babaNão quis agora baba, baba, baba, baba, babaNão quis agora baba, baba, baba, baba, babaSe me arrependi? Não!Eu te amei de verdade, de verdadeMas eu sofriMas eu não me segurava quandoEla te beijava e me olhavaFoi demais, não fui capazSuportei demais, ganhei o piorEu não quero mais, não mereço maisSer amada assim, é ruim pra mimEla não vai te dar o amor que eu te deiE nem vai te amar como eu te ameiPode até me dizer que não quer aceitarHoje eu vou pro samba, vou me jogarEu não sou brinquedo pra me usarNão me quis agora baba, baba, baba, baba, babaNão quis agora baba, baba, baba, baba, babaNão quis agora baba, baba, baba, baba, babaNão quis agora baba, baba, baba, baba, babaEla não vai te dar o amor que eu te deiE nem vai te amar como eu te ameiNão me quis agora baba, baba, baba, baba, baba(baba, baba, baba)Não me quis agora baba, baba, baba, baba(baba, baba, baba)Não me quis agora baba, baba, baba, baba, babaCoitado..."
26,Pabllo Vittar,https://www.vagalume.com.br/pabllo-vittar/amor-de-que-brega-funk-remix-feat-thiaguinho-mt-js-o-mao-de-ouro.html,"Amor de Que (Brega Funk Remix) (Feat. Thiaguinho Mt, Js o Mão de Ouro)","O que os olhos não veem o coração não senteEu tenho um jeito de amar bem diferenteO que você não vê é que as outras mentemEu tô dizendo a verdade na tua frenteVeja bem, não é maldadeÉ que tem tanto homem bonito na cidadeE eu tô na flor da idadeMelhor se arrepender do que passar vontadeEu espero que você entendaQue o meu amor é amor de quengaEu não quero que você se prendaNo meu amor, amor de quengaEu sento (tu sente)Eu sento (tu sente)Eu sento (tu sente)Assim é a genteEu sento (tu sente)Eu sento (tu sente)Eu sento (tu sente)Assim é a genteO que os olhos não veem o coração não senteEu tenho um jeito de amar bem diferenteO que você não vê é que as outras mentemEu tô dizendo a verdade na tua frenteVeja bem, não é maldadeÉ que tem tanto homem bonito na cidadeE eu tô na flor da idadeMelhor se arrepender do que passar vontadeEu espero que você entendaQue o meu amor é amor de quengaEu não quero que você se prendaNo meu amor, amor de quengaEu sento (tu sente)Eu sento (tu sente)Eu sento (tu sente)E assim é a genteEu sento (tu sente)Eu sento (tu sente)Eu sento (tu sente)Assim é a genteMeu amorEu te amo pai, tu sabeMas o meu amorÉ amor de quenga, aw!"
27,Pabllo Vittar,https://www.vagalume.com.br/pabllo-vittar/buzina.html,Buzina,"Senhoras e senhores, é um prazer recebê-los aquiApertem os cintos e tenham todos uma boa viagemÉ tentação, emoção, fritaçãoBota a mão no coração que ele vai acelerarEita menina, quando toca essa batidaTodo mundo se anima e começa a rebolarPreste atenção no poder da tentaçãoE da buzina quando toca fazendo sair do chãoPreste atenção no poder da tentaçãoE da buzina-zina-zina-zina-zina-zinaBuzina-zina-zina-zina-zina-zinaChega o calor, não dá pra controlarPressão subiu, já vamo decolarEu quero ver quem vai se segurarQuando isso aqui balançarQuando a buzina tocarBeat no grau, pressão a milEqualizou, tá queimando o pavilAperta o cinto que o brega vai tocarTodo mundo vai dançarPreste atenção no poder da tentaçãoE da buzina quando toca fazendo sair do chãoPreste atenção no poder da tentaçãoE da buzina-zina-zina-zina-zina-zinaSai do chão!"
28,Pabllo Vittar,https://www.vagalume.com.br/pabllo-vittar/caliente.html,Caliente,"[Lali]Vente, que se te prenda fuego la menteQue la curiosidad se haga más fuerteY que te empuje a probarde una vez qué se sienteSiente, que este lugar no tiene presidenteQue se pueda bailar de oriente a occidenteYa no te puedes quedarcon la espina entre los dientesEntão vem cáVamos sair desse planetaVou te levar pra outro mundoCê vai ficar querendo mais, mais, mais, maisA ver cómo baila la genteEntre el humo y el aguardienteDíganme cómo se siente(Caliente, caliente)A ver cómo baila la genteEntre el humo y el aguardienteDíganme cómo se sienteCaliente (caliente)A festa nunca terminaMeu jeito te alucinaRebolo e você pede maisTe mostro como é que se fazToda la noche, quiero besar su bocaDéjame, deja locaPorque yo quiero mucho másToda la noche, quiero besar su bocaDéjame, deja locaPorque yo quiero mucho másA ver cómo baila la genteEntre el humo y el aguardienteDíganme cómo se siente(Caliente, caliente)A ver como baila la genteEntre el humo y el aguardienteDíganme cómo se sienteCaliente (caliente)(Escucha bien lo que te digo)A festa nunca terminaMeu jeito te alucinaRebolo e você pede maisTe mostro como é que se fazToda la noche, quiero besar su bocaDéjame, deja locaPorque yo quiero mucho másA ver cómo baila la genteEntre el humo y el aguardienteDíganme cómo se sienteCaliente, calienteA ver cómo baila la genteEntre el humo y el aguardienteDíganme cómo se siente(Caliente, caliente)A ver cómo baila la genteEntre el humo y el aguardienteDíganme cómo se siente (hey!)(Caliente, caliente)A ver cómo baila la genteEntre el humo y el aguardienteDíganme cómo se sienteCaliente (caliente)Lali!Pabllo3musica"
29,Pabllo Vittar,https://www.vagalume.com.br/pabllo-vittar/clima-quente-part-biu-do-piseiro.html,Clima Quente (part. Biu do Piseiro),"Beat envolvente, quando toca o corpo senteE por mais que você tente o clima é quenteE tu não pede pra pararPra não parar, não vai pararEnvolvente, quando toca o corpo senteE por mais que você tente o clima é quentee tu não pede pra pararPra não parar, não vai pararFim de semana é curtiçãoEu tô cheirosa, tô de lata na mãoJá tô sacando, já tô sabendoQue hoje à noite a tropa tá descendoFim de semana é curtiçãoEu tô cheiroso, tô de lata na mãoJá tô sacando, já tô sabendoQue hoje à noite a tropa tá descendoNão para, não para, não para não, vaiNão para, não para, não para nãoNão para não!Beat envolvente, quando toca o corpo senteE por mais que você tente o clima é quentee tu não pede pra pararPra não parar, não vai pararEnvolvente, quando toca o corpo senteE por mais que você tenteo clima é quente e tu não pede pra pararPra não parar, não vai pararFim de semana é curtiçãoEu tô cheirosa, tô de lata na mãoJá tô sacando, já tô sabendoE hoje à noite a tropa tá descendoFim de semana é curtiçãoEu tô cheiroso, tô de lata na mãoJá tô sacando, já tô sabendoE hoje à noite a tropa tá descendoNão para, não para, não para não, vaiNão para, não para, não para nãoNão para, não para, não para não"
30,Pabllo Vittar,https://www.vagalume.com.br/pabllo-vittar/clima-quente-part-jerry-smith.html,Clima Quente (Part. Jerry Smith),"VittarJerry SmithVem, vem(Vamo lá)Beat envolvente, quando toca o corpo senteE por mais que você tente o clima é quente e tu não pede pra pararPra não parar, não vai pararEnvolvente, quando toca o corpo senteE por mais que você tente o clima é quente e tu não pede pra pararPra parar, pra pararFim de semana é curtiçãoEu tô cheirosa, tô de lata na mãoJá tô sacando, já tô sabendoE hoje à noite a tropa tá descendoNão para, não para, não para não, vaiNão para, não para, não para não, vaiNão para, não para, não para não, vaiNão para, não para, não para não, vaiBeat envolvente, quando toca o corpo senteE por mais que você tente o clima é quente e tu não pede pra pararPra não parar, não vai pararEnvolvente, quando toca o corpo senteE por mais que você tente o clima é quente e tu não pede pra pararPra parar, pra pararFim de semana é curtiçãoEu tô cheirosa, tô de lata na mãoJá tô sacando, já tô sabendoE hoje à noite a tropa tá descendoNão para, não para, não para não, vaiNão para, não para, não para não, vaiNão para, não para, não para não, vaiNão para, não para, não para não, vaiAlôJerry, atende aí, meu filhoBora curtir, vaiE aí, Vittar?Bora que bora"
31,Pabllo Vittar,https://www.vagalume.com.br/pabllo-vittar/corpo-sensual.html,Corpo Sensual,"Mandando ver, no vicio da batidaQuerendo se envolverNo estilo diferente, que prendeE da prazerEu sei que logo sente, te faz enlouquecerFaço ferverMandando ver, no vicio da batidaQuerendo se envolverNo estilo diferente, que prendeE da prazerEu sei que logo sente, te faz enlouquecerFaço ferverVai passar mal!Viro sua mente com meu corpo sensualMinha boca é quente, vemNão tem igualTá todo carente no pedido informalVai passar malVai passar mal!Viro sua mente com meu corpo sensualMinha boca é quente, vemNão tem igualTá todo carente no pedido informalVai passar mal(Ai papai, hahaha; vem tete, vem arrochar comigo, vem!)Mandando ver, no vicio da batidaQuerendo se envolverNo estilo diferente, que prendeE da prazerEu sei que logo sente, te faço enlouquecerFaço ferverMandando ver, no vicio da batidaQuerendo se envolverNo estilo diferente, que prendeE da prazerEu sei que logo sente, te faço enlouquecerFaço ferverVai passar mal!Viro sua mente com meu corpo sensualMinha boca é quente, vemNão tem igualTá todo carente no pedido informalVai passar malVai passar mal!Viro sua mente com meu corpo sensualMinha boca é quente, vemNão tem igualTá todo carente no pedido informalVai passar malVai passar mal!Viro sua mente com meu corpo sensualMinha boca é quente, vemNão tem igualTá todo carente no pedido informalVai passar malGostosa!"
32,Pabllo Vittar,https://www.vagalume.com.br/pabllo-vittar/ele-e-o-tal-part-lia-clark-laura-taylor-e-rodrigo-gorky.html,"Ele é o Tal (Part. Lia Clark, Laura Taylor e Rodrigo Gorky)","Ele é o tal, todas passam malQuero esse garoto, faço o que for, realNão sou de amar, mas não sei dizerQuando vejo ele começo a me tremerEssa energia é contagiosaPenso na sua boca e meu mundo sai de rotaEu vou te falar que não consigo mais viverVem hoje sou tua, pode vim, hoje vai ter!Essa energia é contagiosaPenso na sua boca e meu mundo sai de rotaEu vou te falar que não consigo mais viverVem hoje sou tua, pode vim, hoje vai ter!Vai!Bom Lia![Laura Taylor]Todas querida ta no vrá da JoanaSororidade é o poder das manaPegue ele e leva, leva ele pra camaMulher de atitude, poderosa cigana[Lia Clark]Destruidora! Ia IaTa na make boa, Vittar!Destruidora! Ia IaTa na make boa, Vittar!Ele é o tal, todas passam malQuero esse garoto, faço o que for, realNão sou de amar, mas não sei dizerQuando vejo ele começo a me tremerEsse energia é contagiosaPenso na sua boca e meu mundo sai de rotaEu vou te falar que eu não consigo mais viverVem hoje sou tua, pode vim hoje vai ter!"
33,Pabllo Vittar,https://www.vagalume.com.br/pabllo-vittar/energia-parte-2.html,Energia (Parte 2),"(Sofi Tukker)Era uma vez o sol e a luaSe refletindo no céu e no marA velha terra entrou numa friaFalta a energia, desligaram o arChegou a hora do carro zunirChegou a hora do jeep lunarAgora eu quero me divertirAgora eu quero me esbaldarDa-da-da da minha energia, da-da minha energiaDa-da-da da minha energia, da-da minha energiaDa-da-da da minha energia, da-da minha energiaDa-da-da da minha energia, da-da minha energiaDa-da-da-da-da-da-da-da-da-da minhaEnergia, energia, energiaDa-da minha energiaDa-da-da-da-da-da-da-da-da-da minhaEnergia, energia, energiaDa-da minha energiaDa-da minha energiaDa-da minha energiaDa-da minhaEnergia, energia, energiaDa-da minha(Pabllo Vittar)Se me ligar, eu não vou mais pararEletricidade te faz delirarEu bem te avisei pra não me provocarSou alta tensão, não dá pra controlarSe me ligar, eu não vou mais pararEletricidade te faz delirarEu bem te avisei pra não me provocarSou alta tensão não dá pra controlar(Soffi Tukker)Da-da-da da minha energia, da-da minha energiaDa-da-da da minha energia, da-da minha energiaDa-da-da da minha energia, da-da minha energiaDa-da-da da minha energia, da-da minha energiaDa-da-da-da-da-da-da-da-da-da minhaEnergia, energia, energiaDa-da minha energiaDa-da-da-da-da-da-da-da-da-da minhaEnergia, energia, energiaDa-da minha energiaDa-da minha energiaDa-da minha energiaDa-da minhaEnergia, energia, energiaDa-da minha(Soffi Tukker e Pabllo Vittar)Da-da-daDa-da-da, da-da-da minhaDa minhaDa minhaDa minha(Da minha energia)Da minha(Da minha energia)Da minha(Da minha energia)(Da minha energia)Da minha(Da minha energia)(Da minha energia)Era uma vez o sol e a lua[Sofi Tukker]Da-da-da-da-da-da-da-da-da-da minhaEnergia, energia, energiaDa-da minha energiaDa-da-da-da-da-da-da-da-da-da minhaEnergia, energia, energiaDa-da minha energiaDa-da minha energiaDa-da minha energiaDa-da minhaEnergia, energia, energiaDa-da minhaDa-da-daDa-da-da, da-da-da minhaDa minha"
34,Pabllo Vittar,https://www.vagalume.com.br/pabllo-vittar/entao-vai.html,Então Vai (Part. Diplo),"(Diplo, Diplo)O nosso amor jogou pro altoEm queda livre você me fez cairMas não vou descer do saltoEu me segurei e vou reagirToda motivada, eu to mais que preparadaDecidi me divertir, uaiE não é você que vai me impedirCoração é ciganoSei também o que é melhor pra mimForam tantos enganosMas a vida tem que seguirEntão Vai! Então Vai!Me arrastei no seu mundoE no fim eu aprendiEntão Vai! Então Vai! Então Vai! Então Vai!O nosso amor jogou pro altoEm queda livre você me fez cairMas não vou descer do saltoEu me segurei e vou reagirToda motivada, eu to mais que preparadaDecidi me divertir, uaiE não é você que vai me impedirCoração é ciganoSei também o que é melhor pra mimForam tantos enganosMas a vida tem que seguirEntão Vai! Então Vai!Me arrastei no seu mundoE no fim eu aprendiEntão Vai! Então Vai! Então Vai! Então Vai!"
35,Pabllo Vittar,https://www.vagalume.com.br/pabllo-vittar/eu-vou.html,Eu Vou,"VittarSenta aqui, vamos conversarEu preciso te falarJá faz tempo, não consigo mais te amarIsto deixou solidãoSeu ciúme, indecisãoEu queria, mas não posso aceitarEu vou procurarUm amor melhor pra mimJuro, eu vou conseguirEu vouVou curar meu coraçãoNessa dor não fico nãoVou sair dessa ilusãoEu vouTalvez um dia isso vai passarMas eu não posso mais te olharAs lembranças só me fazem chorar (chorar)Espero que você entendaEu te amava mais do que cê pensaMas agora eu preciso nanarEu vou procurarUm amor melhor pra mimJuro, eu vou conseguirEu vouVou curar meu coraçãoNessa dor não fico nãoVou sair dessa ilusãoEu vouEu vou procurarUm amor melhor pra mimJuro, eu vou conseguirEu vouVou curar meu coraçãoNessa dor não fico nãoVou sair dessa ilusãoEu vouEi"
